question,answer,numeric_answer,question_id,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
Twenty gallons of tea were poured into 80 containers. Geraldo drank 3.5 containers. How many pints of tea did Geraldo drink?,"20 gallons = 160 pints
160/80 = <<160/80=2>>2 pints
3.5 * 2 pints = <<3.5*2=7>>7 pints
Geraldo drank 7 pints of tea.
#### 7",7,1057,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Twenty gallons of tea were poured into 80 containers. Geraldo drank 3.5 containers. How many pints of tea did Geraldo drink?
Answer:",3.5 containers × 8 ounces/container × 1 pint/8 ounces = 4.25 pints.,7.433201313018799,"{""answer"": ""3.5 containers × 8 ounces/container × 1 pint/8 ounces = 4.25 pints."", ""uncertainty_score"": 7.433201313018799}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
Keith bought 8 new baseball trading cards to add to his collection. The next day his dog ate half of his collection. There are now only 46 cards left. How many cards did Keith start with?,"Keith's dog ate half of his collection so he had 2 * 46 cards = <<2*46=92>>92 cards before his dog ate them.
Keith had added 8 new cards to his collection so he had 92 cards - 8 = <<92-8=84>>84 cards to start with.
#### 84",84,7071,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Keith bought 8 new baseball trading cards to add to his collection. The next day his dog ate half of his collection. There are now only 46 cards left. How many cards did Keith start with?
Answer:",92,1.4167996644973755,"{""answer"": ""92"", ""uncertainty_score"": 1.4167996644973755}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"A town has ten neighborhoods, each having four roads passing through them. Each of the roads has 250 street lights on each opposite side. Calculate the total number of street lights on all the roads of the neighborhoods in the town.","If Each of the roads has 250 street lights on each opposite side, the total number of street lights on one road is 250*2 = <<250*2=500>>500
Since each neighborhood has four roads passing through it, the total number of street lights in one neighborhood is 500*4 = <<500*4=2000>>2000 street lights.
The town has ten neighborhoods, and since each neighborhood has 2000 street lights on all its roads, there are 2000*10 = <<2000*10=20000>>20000 street lights in the town.
#### 20000",20000,4392,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: A town has ten neighborhoods, each having four roads passing through them. Each of the roads has 250 street lights on each opposite side. Calculate the total number of street lights on all the roads of the neighborhoods in the town.
Answer:","First, we need to find the number of street lights on one road. Since each road has 250 street lights on each opposite side, the total number of street lights on one road is 250 + 250 = 500.
Now, we need to find the total number of street lights on all the roads of the neighborhoods in the town. Since there are ten neighborhoods, each having four roads passing through them, the total number of roads is 10 * 4 = 40.",10.93166446685791,"{""answer"": ""First, we need to find the number of street lights on one road. Since each road has 250 street lights on each opposite side, the total number of street lights on one road is 250 + 250 = 500.\nNow, we need to find the total number of street lights on all the roads of the neighborhoods in the town. Since there are ten neighborhoods, each having four roads passing through them, the total number of roads is 10 * 4 = 40."", ""uncertainty_score"": 10.93166446685791}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"At a people counting station, the number of people counted on the first day was twice the total number counted on the second day. If 500 people were counted on the second day, how many people were counted on the two days?","There were 2*500 = <<2*500=1000>>1000 people at the counting station who were counted on the first day.
In the two days, 1000+500 = <<1000+500=1500>>1500 were counted at the station.
#### 1500",1500,2670,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: At a people counting station, the number of people counted on the first day was twice the total number counted on the second day. If 500 people were counted on the second day, how many people were counted on the two days?
Answer:","(2 * 500) + 500 = 1100. 
The final answer is: 1100.",4.9130120277404785,"{""answer"": ""(2 * 500) + 500 = 1100. \nThe final answer is: 1100."", ""uncertainty_score"": 4.9130120277404785}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
Tim gets 6 hours of sleep 2 days in a row.  To make up for it he sleeps 10 hours the next 2 days.  How much sleep did he get?,"He got 2*6=<<2*6=12>>12 hours the first 2 days.
The next 2 days he gets 2*10=<<2*10=20>>20 hours.
So he got 12+20=<<12+20=32>>32 hours.
#### 32",32,828,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Tim gets 6 hours of sleep 2 days in a row.  To make up for it he sleeps 10 hours the next 2 days.  How much sleep did he get?
Answer:",_______ hours.,1.5419120788574219,"{""answer"": ""_______ hours."", ""uncertainty_score"": 1.5419120788574219}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Reynald is the head of the varsity department, and he bought 145 balls. Twenty were soccer balls. There were five more basketballs than the soccer balls. Twice the number of soccer balls were tennis balls.  There were ten more baseballs than the soccer balls, and the rest were volleyballs. How many were volleyballs?","There were 20 + 5 = <<20+5=25>>25 basketballs.
There were 2 x 20 = <<2*20=40>>40 tennis balls.
And, there were 20 + 10 = <<20+10=30>>30 baseballs.
So, there were 20 + 25 + 40 + 30 = 115 soccer balls, basketballs, tennis balls and baseball altogether.                                           Therefore, Reynald bought 145 - 115 = <<145-115=30>>30 volleyballs,
#### 30",30,1832,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Reynald is the head of the varsity department, and he bought 145 balls. Twenty were soccer balls. There were five more basketballs than the soccer balls. Twice the number of soccer balls were tennis balls.  There were ten more baseballs than the soccer balls, and the rest were volleyballs. How many were volleyballs?
Answer:","75
Explanation: 
Step 1: 20 soccer balls
Step 2: 5 more basketballs than soccer balls = 20 + 5 = 25 basketballs
Step 3: Twice the number of soccer balls were tennis balls = 20 * 2 = 40 tennis balls
Step 4: 10 more baseballs than soccer balls = 20 + 10 = 30 baseballs
Step 5: Total number of balls = 20",15.17532730102539,"{""answer"": ""75\nExplanation: \nStep 1: 20 soccer balls\nStep 2: 5 more basketballs than soccer balls = 20 + 5 = 25 basketballs\nStep 3: Twice the number of soccer balls were tennis balls = 20 * 2 = 40 tennis balls\nStep 4: 10 more baseballs than soccer balls = 20 + 10 = 30 baseballs\nStep 5: Total number of balls = 20"", ""uncertainty_score"": 15.17532730102539}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Billy is reducing raspberry juice down to make syrup. He reduces 6 quarts of juice to 1/12 of its original volume, then adds 1 cup of sugar. What is the final volume of the syrup in cups? (There are 4 cups in a quart)","First find the total number of cups of juice: 6 quarts * 4 cups/quart = <<6*4=24>>24 cups
Then find the reduced volume of the juice: 24 cups * 1/12 = <<24*1/12=2>>2 cups
Then add the volume of the sugar to find the total volume of the syrup: 2 cups + 1 cups = <<2+1=3>>3 cups
#### 3",3,2276,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Billy is reducing raspberry juice down to make syrup. He reduces 6 quarts of juice to 1/12 of its original volume, then adds 1 cup of sugar. What is the final volume of the syrup in cups? (There are 4 cups in a quart)
Answer:","First, we need to convert the original volume of juice from quarts to cups. Since there are 4 cups in a quart, we multiply 6 quarts by 4 cups/quart to get 24 cups. 
Next, we need to find 1/12 of the original volume. To do this, we multiply 24 cups by 1/12. 
24 cups * 1/12 = 2 cups 
Finally, we add 1 cup of sugar to",13.563215255737305,"{""answer"": ""First, we need to convert the original volume of juice from quarts to cups. Since there are 4 cups in a quart, we multiply 6 quarts by 4 cups/quart to get 24 cups. \nNext, we need to find 1/12 of the original volume. To do this, we multiply 24 cups by 1/12. \n24 cups * 1/12 = 2 cups \nFinally, we add 1 cup of sugar to"", ""uncertainty_score"": 13.563215255737305}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Ian spent half the money he made on doing online surveys. If he worked 8 hours doing surveys and on average he's able to earn $18 per hour doing surveys, how much money does he have left?","Ian is able to earn $18 per hour doing surveys. If he worked 8 hours doing surveys, then he earned $18*8 = $<<18*8=144>>144
If he spent half of what he earned, then he spent $144 * 50% = $<<144*50*.01=72>>72
If Ian spent $72 of his earnings, then he has $144 - $72 = $<<72=72>>72 left
#### 72",72,2894,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Ian spent half the money he made on doing online surveys. If he worked 8 hours doing surveys and on average he's able to earn $18 per hour doing surveys, how much money does he have left?
Answer:",$720.00,3.892728805541992,"{""answer"": ""$720.00"", ""uncertainty_score"": 3.892728805541992}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"If Billy and Jenny each order a $20 steak along with a $5 drink, how much will Billy have to pay in tips if he wants to cover 80% of a 20% tip for the two of them?","First, we figure out the price per meal by adding the steak and the drink together, finding a cost of 20+5=<<20+5=25>>25 per meal.
Then we multiply this by 2, as there are two people eating, meaning a total cost of 25*2=<<25*2=50>>50 for both meals.
Then we find the total tip amount for a 20% tip, by multiplying 50*.2= 10.
Then we find out what 80% of this tip amount is by multiplying the desired tip of 10 by .8, finding 10*.8= <<10*.8=8>>8 dollars that Billy should contribute.
#### 8",8,1084,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: If Billy and Jenny each order a $20 steak along with a $5 drink, how much will Billy have to pay in tips if he wants to cover 80% of a 20% tip for the two of them?
Answer:","8.00
Explanation: First, calculate the total cost of the meal for Billy and Jenny. The total cost is 2 x ($20 + $5) = $50. Next, calculate the total tip for the meal. The total tip is 20% of $50, which is 0.20 x $50 = $10. Now, calculate 80% of the total tip. 80% of $10 is 0.80 x $10 = $8",16.08338165283203,"{""answer"": ""8.00\nExplanation: First, calculate the total cost of the meal for Billy and Jenny. The total cost is 2 x ($20 + $5) = $50. Next, calculate the total tip for the meal. The total tip is 20% of $50, which is 0.20 x $50 = $10. Now, calculate 80% of the total tip. 80% of $10 is 0.80 x $10 = $8"", ""uncertainty_score"": 16.08338165283203}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Dexter went to the mall and saw that Apple products are on sale. He wants to buy an iPhone 12 with a 15% discount and an iWatch with a 10% discount. The price tag shows that an iPhone 12 costs $800 while an iWatch costs $300. Upon check out, he will receive a further 2% cashback discount. How much would the items cost in total after the discount and cashback?","The discount for an iPhone 12 is $800 x 15/100 = $<<800*15/100=120>>120.
So, the iPhone will now cost $800 - $120 = $<<800-120=680>>680.
The discount for an iWatch is $300 x 10/100 = $<<300*10/100=30>>30.
So, the iWatch will now cost $300 - $30 = $<<300-30=270>>270.
The total cost of the iPhone and iWatch is $680 + $270 = $<<680+270=950>>950.
The cashback will be $950 x 2/100 = $<<950*2/100=19>>19.
Thus, Dexter will only pay $950 - $19 = $<<950-19=931>>931.
#### 931",931,6805,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Dexter went to the mall and saw that Apple products are on sale. He wants to buy an iPhone 12 with a 15% discount and an iWatch with a 10% discount. The price tag shows that an iPhone 12 costs $800 while an iWatch costs $300. Upon check out, he will receive a further 2% cashback discount. How much would the items cost in total after the discount and cashback?
Answer:","First, calculate the discount on the iPhone 12: 
$800 * 0.15 = $120 
Subtract the discount from the price of the iPhone 12: 
$800 - $120 = $680 
Next, calculate the discount on the iWatch: 
$300 * 0.10 = $30 
Subtract the discount from the price of the iWatch: 
$300 - $30 = $270 
Now, add the discounted prices of the iPhone",7.4637603759765625,"{""answer"": ""First, calculate the discount on the iPhone 12: \n$800 * 0.15 = $120 \nSubtract the discount from the price of the iPhone 12: \n$800 - $120 = $680 \nNext, calculate the discount on the iWatch: \n$300 * 0.10 = $30 \nSubtract the discount from the price of the iWatch: \n$300 - $30 = $270 \nNow, add the discounted prices of the iPhone"", ""uncertainty_score"": 7.4637603759765625}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
Josiah puts a quarter in his piggy bank every day for 24 days.  Leah saves 50 cents in an empty pickle jar every day for 20 days. Megan saves twice as much as Leah for 12 days.   How much do the three children save together?,"Josiah saves 0.25 x 24= $<<0.25*24=6>>6.
Leah saves 0.50 x 20 = $<<0.50*20=10>>10.
Megan saves $1 x 12 = $<<1*12=12>>12.
Together, the children save $6 + $10 + $12 = $<<6+10+12=28>>28.
#### 28",28,5783,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Josiah puts a quarter in his piggy bank every day for 24 days.  Leah saves 50 cents in an empty pickle jar every day for 20 days. Megan saves twice as much as Leah for 12 days.   How much do the three children save together?
Answer:","$0.25 \times 24 = $6.00
$0.50 \times 20 = $10.00
$1.00 \times 12 = $12.00
$6.00 + $10.00 + $12.00 = $28.00
The final answer is: $\boxed{28}$",5.901711940765381,"{""answer"": ""$0.25 \\times 24 = $6.00\n$0.50 \\times 20 = $10.00\n$1.00 \\times 12 = $12.00\n$6.00 + $10.00 + $12.00 = $28.00\nThe final answer is: $\\boxed{28}$"", ""uncertainty_score"": 5.901711940765381}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Cassidy collects movie posters from newly released sci-fi movies. After this summer, she will have six more posters in her collection, making it double the size it was two years ago when she had 14 posters. How many posters does she have now?","Let C be the number of posters Cassidy has now.
After this summer, she will have twice as many posters as when she had 14, so she will have C + 6 = 2 * 14 = 28 posters.
Thus, Cassidy has C = 28 - 6 = <<28-6=22>>22 posters now.
#### 22",22,7015,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Cassidy collects movie posters from newly released sci-fi movies. After this summer, she will have six more posters in her collection, making it double the size it was two years ago when she had 14 posters. How many posters does she have now?
Answer:",28.,1.544090986251831,"{""answer"": ""28."", ""uncertainty_score"": 1.544090986251831}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Rachel is an artist. She posts a speed painting video each week on her Instagram account to promote her work. To save time, she paints and records 4 videos at a time. It takes her about 1 hour to set up her painting supplies and her camera. Then she records herself painting for 1 hour per painting. She takes another 1 hour to clean up. Each video takes 1.5 hours to edit and post. How long does it take Rachel to produce a speed painting video?","Rachel spends 1 + 1 = <<1+1=2>>2 hours setting up and cleaning up.
She paints for 1 hour x 4 paintings = <<1*4=4>>4 hours.
Then she edits 1.5 hours x 4 videos = <<1.5*4=6>>6 hours.
She spends 2 + 4 + 6 = <<2+4+6=12>>12 hours to make 4 videos.
So Rachel spends 12 / 4 = <<12/4=3>>3 hours on each video.
#### 3",3,6510,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Rachel is an artist. She posts a speed painting video each week on her Instagram account to promote her work. To save time, she paints and records 4 videos at a time. It takes her about 1 hour to set up her painting supplies and her camera. Then she records herself painting for 1 hour per painting. She takes another 1 hour to clean up. Each video takes 1.5 hours to edit and post. How long does it take Rachel to produce a speed painting video?
Answer:","5.5 hours
Explanation: 
Let's break down the time it takes Rachel to produce a speed painting video:
1. Set up: 1 hour
2. Paint 4 videos: 4 x 1 hour = 4 hours
3. Clean up: 1 hour
4. Edit and post 4 videos: 4 x 1.5 hours = 6 hours
Total time: 1 + 4 + 1 + 6 = 12",9.834927558898926,"{""answer"": ""5.5 hours\nExplanation: \nLet's break down the time it takes Rachel to produce a speed painting video:\n1. Set up: 1 hour\n2. Paint 4 videos: 4 x 1 hour = 4 hours\n3. Clean up: 1 hour\n4. Edit and post 4 videos: 4 x 1.5 hours = 6 hours\nTotal time: 1 + 4 + 1 + 6 = 12"", ""uncertainty_score"": 9.834927558898926}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
"Alison has half as much money as Brittany. Brittany has 4 times as much money as Brooke. Brooke has twice as much money as Kent. If Kent has $1,000, how much money does Alison have?","Brooke has 2*1,000 = <<2*1000=2000>>2,000 dollars.
Brittany has 4*2,000 = <<4*2000=8000>>8,000 dollars.
Alison has 8,000/2 = <<8000/2=4000>>4,000 dollars.
#### 4,000",4000,4474,"You are a math tutor. Solve the following problem carefully and provide only the numerical answer.
Problem: Alison has half as much money as Brittany. Brittany has 4 times as much money as Brooke. Brooke has twice as much money as Kent. If Kent has $1,000, how much money does Alison have?
Answer:","$1,000 x 2 = $2,000
$2,000 x 2 = $4,000
$4,000 x 4 = $16,000
$16,000 / 2 = $8,000
$8,000 is the amount of money Alison has. The answer is 8,000.",8.240081787109375,"{""answer"": ""$1,000 x 2 = $2,000\n$2,000 x 2 = $4,000\n$4,000 x 4 = $16,000\n$16,000 / 2 = $8,000\n$8,000 is the amount of money Alison has. The answer is 8,000."", ""uncertainty_score"": 8.240081787109375}",gsm8k,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-09-01 18:14:43
